,title,topic_idx
42221,수도권 127만채중 45만6천채는 경기남부·인천 공공택지에,1
31896,통일 농구 지휘한 이문규 감독 눈여겨본 북측 선수들 있다,5
29793,홍콩 복면금지법 위헌결정 파문…中 도전 행위 발끈종합,4
13564,과기부 과학장학생·국제올림피아드 대표단 교류 행사 개최,0
25816,박항서호 무패행진에 홈경기마다 매진…한일 감독전은 무산,5
41009,게시판 LGU 대학생 서포터즈 유니브엑스포 서울 참가,3
15176,취임 일주일 이원종 비서실장 베스트 비서 되자,6
28677,신간 대한민국 임시정부사,3
41996,자폐증 관련 유전자 발견…삼돌이로 명명,0
8495,루카쿠 리그 22·23호골 에버턴 레스터시티에 42 승리,5
8202,축구 전설 차범근 내 기록 깬 손흥민 자랑스럽다,5
27086,아시안게임 3대3농구 조편성·일정 또 변경…항의 빗발쳐,5
13428,그래픽 삼성 갤럭시S10 5G 주요 제원,0
42710,전북교육청 8월 14일까지 학생 운동선수 폭력피해 실태조사,2
10977,잊을만하면 또 수입차 배출가스 조작…이번엔 FCA 적발,2
1830,北 5일만에 또 난수방송…새로운 내용종합,6
27274,내셔널트러스트 여행 서적 영국 느리게 걷다 출간,3
26782,트럼프에 도전장 낸 공화 대선주자 3명 중 2명도 탄핵 지지,4
11902,SK텔링크 내달 7일은 국제전화가 공짜…상품권 환불,3
5150,덴마크 팝스타 크리스토퍼 6월 첫 단독 내한공연,3
41806,행사장으로 이동하는 박영선 장관과 구현모 KT 대표,2
44742,카메라타 잘츠부르크 내한공연·해금연구회 해미오와 금이에,3
45412,영상 민주노총 내일 총파업…코로나19 방역지침 준수,2
10233,김정은 국제학술회 열고 유학생 받아라…김일성대에 주문,6
38852,反환경 트럼프 고효율 전구 트집 잡기…얼굴 주황색 돼,4
5291,방통위 이통사와 부적절 오찬 간부 대기발령,2
710,트럼프 취임식에 기부행렬…일주일여만에 목표액 3분의2 달성,4
8641,安 상시청문회법 일하는 국회 징검다리…소모적 내전 안돼,6
23915,伊 베네치아 내년부터 옥외 흡연 금지 추진,2
28971,야속한 야수 실책…후랭코프 6⅔이닝 3실점 1자책 10K 호투,5
28281,메시 2골·1도움으로 펄펄…바르사 통산 500골 2,5
18058,베네수엘라 검찰 대정전 사태 선동 과이도 수사,4
44632,영상 치매 어머니를 위한 조수미의 사모곡 마더,3
44428,나노입자로 계면활성제 제작…제약·화학 연구 활용 기대,0
6172,러시아 저강도 핵실험 美 주장 강하게 반박…심각한 도발종합,4
18362,다른 길로 접어든 삼성·LG폰…혁신의 의미를 묻다,0
11756,동서발전 2·3차 협력사 대출이자 부담 덜어준다,1
44614,김경선 여성가족부 차관 민주노총 사무실 방문,6
18132,인터넷진흥원 상반기 개인정보 침해 민원 5만1천건,2
31035,삼성페이 국내 가입자수 1천만명 돌파…누적 결제 18조원,1
25134,네이버 스토어팜 내달 스마트스토어로 재단장,0
23811,아랍 6개국 카타르 월드컵 보이콧 기사는 가짜뉴스,4
20325,남북통일농구 이틀째 친선경기 시작…김정은 위원장은 불참,5
16860,여유만만 두산의 마지막 목표 유희관 10승 만들기,5
35064,주말 N 여행 제주권 60년 넘은 편백나무 빽빽…시오름 174㏊ 치유의숲 개장,3
34209,멕시코 여당 지방선거 패배 후 40대 새 당대표 선출,4
37196,올림픽 입실 대기하는 북측 단원들,5
38643,위기의 신한은행 구한 김단비 코트에서 죽을 생각으로 뛰었죠,5
4845,위클리 스마트 어떤 앱을 쓸 때 가장 행복할까,0
16274,이인영 한국당 오늘까지 필리버스터 철회해야…아니면 41로,6
44891,양대노총 특별연장근로 인가확대 취소소송 제기,2
23902,한국 미술시장 강세…컬렉터들도 매우 역동적,3
45421,서울대 언론인 대상에 고정애 중앙일보 에디터,2
25878,상신브레이크 상신테크놀로지아메리카 계열사에 추가,1
29885,MLB 클럽하우스서 사인 요청한 경찰 구단 직원에 쫓겨나,5
2440,국고채 금리 대체로 상승…3년물 연 1.742%,1
7533,대신證 실적발표 기업 4분기 순익 전망치 32% 하회,1
7882,이해찬 강경화·정경두에 출마타진…내달 차출명단 靑전달 예정,6
29825,문 대통령 태풍 솔릭 대비 긴급회의 주재,6
37675,후불형 모바일티머니 가입자 100만명 돌파,0
1480,더이상 못참아…英 왕실 SNS 막말 차단·삭제한다,4
26477,누설 공방 감찰 사실상 마무리…두문불출 이석수의 결론은,2
3427,프로농구전망대 현대모비스KCC 한 팀은 깨진다,5
23797,터키 에르도안 쿠르드 철수 않으면 짓뭉개버릴 것,4
35188,집권 4년차 朴대통령 법안·위안부 과제안고 신년맞이,6
42573,올해 중소형주 펀드 수익률 마이너스 전환,1
2024,이통3사 5G 속도평가 IHS보고서 놓고 신뢰성 공방 재현,0
29978,선비들의 한시 경연대회,3
12132,스페인 좌파 총선 이틀만에 연립정부 구성 전격 합의종합,4
42329,게시판 서울시평생교육진흥원 민간연계 시민대학 참여기관 모집,2
33033,행안부 재난관리기관 상황담당관 합동 연찬회,2
18510,최지만 4타수 1안타…파울 타구에 발등 맞고 교체,5
43122,엄마 다녀올게요 강원 시골 초교 어린이들의 떨리는 첫 등굣길,2
12652,워런 트럼프 저격수로 급부상…막말에 돌직구로 맞서,4
44261,고흥군 윤호21병원 화재 피해자 지원대책 마련,2
29143,방통위 경기 남양주에 경기시청자미디어센터 개관,2
24642,시리아서 러시아 손잡은 터키 S400 추가도입 움직임,4
15066,유세 연설하는 차이잉원 대만 총통,4
1335,SKT IoT 콘퍼런스 ATDC 2018 개최,0
33654,입추 무색게 하는 찜통더위…대구 달성 37.2도,3
23037,게시판 과기부 글로벌 핵심인재 양성지원 사업 참여자 모집,2
26867,로스앤젤레스관광청 홈페이지 새 단장,4
3494,한국카본 필리핀에 100억원대 수출 계약,1
15039,내일날씨 주말에도 낮최고 35도 폭염…일부 내륙 소나기,3
36178,반포 주공1단지 설계에 미래 아파트 보인다,1
21080,2보 한국거래소 허수성 주문 메릴린치에 제재금 1억7천여만원,1
15413,날씨 내일 다시 올겨울 최강한파…서울 15도·철원 23도,3
25018,두바이유 가격 반등…배럴당 43.13달러,1
8919,인천공항 환승때 명동·경복궁 오세요…서울시 관광지원,3
22770,류현진 투수들의 무덤서 6이닝 무실점 호투에도 빈손,5
782,여자농구 신한은행 인천 홈 개막전에 승용차 경품,5
9275,엔화 비쌀 때 팔자 지난달 외화예금 감소…달러화는 늘어,1
41375,붓으로 쓱쓱 흙물에 덤벙…분청사기 매력에 빠지다,3
42370,민주노총 4일 여의도 집회 연기…코로나 확산 우려 감안,2
39760,독일서 조선 문인석 반환식 열려…36년만의 귀환,4
12290,퇴행성 뇌질환 헌팅턴씨병 치료제 실마리 찾았다,0
9185,朴대통령 6자회담 무용론 첫 제기…5자 카드로 北전방위압박,6
38041,지난달 서울 전세 심리지수 4년 9개월 만에 최고치,1
40672,렉서스코리아 SUV 뉴 RX 출시,1
44980,신간 간사지 이야기·직업으로서의 문학,3
43018,퇴근길 서울·경기 산발적 빗방울…내일 전국 곳곳 소나기,3
632,이스라엘 가자지구 어업구역 축소…로켓포 발사에 대응,4
38591,주얼리 노동자 대책 촉구 기자회견,2
9719,좋은기업硏 하나금융 김정태 3연임에 반대 권고종합,1
37836,세기의 대국 알파고 확률 계산서 실패했다,0
10715,AI스피커 카카오미니 11월 발매…네이버 프렌즈와 격돌,0
28542,주말 또 전국에 황사…일요일까지 영향,3
33105,신간 성서 어떻게 읽을 것인가,3
6970,中 무역대표단 일부 워싱턴 남아 논의 지속,4
34114,로보어드바이저 테스트 시작…비대면 일임 불허종합,0
8319,트위터 점령한 K팝…올해 최다 리트윗 계정 방탄소년단,3
16532,유가 상승 탓에…교역조건지수 3년 11개월 만에 최저,1
14786,한국당 의원 14명 혁신 선언…당협위원장 사퇴,6
27368,아산 선수 충원안 못 내면 승격·승강PO 자격 박탈된다,5
33858,울산옹기축제 성공 기원합니다,3
13091,SNS돋보기 JSA 귀순병 치료비 정부가 지원…세금 잘 썼네,2
39490,손보업계 소비자 신뢰회복·가치경영 천명…포지티브 경쟁,2
33660,넷마블 모바일 어드벤처 RPG 팬텀게이트 9월 출시,0
8106,에스엔텍 116억원 규모 반도체 제조장비 공급계약,1
33005,현장영상 회담 당일과 똑같이…본격 정상회담 모드 돌입,6
28528,모바일 동영상 볼 때는 LTE보단 와이파이…이용시간 90% 차지,0
34849,유승민 원내대표 사퇴 꼭 1년만에 朴대통령과 재회,6
45441,동강대 지역·관계기관과 협업해 웹툰 인재양성,2
34356,이스라엘 대법원 정착촌 반대 국제인권단체 간부 추방 허용,4
31972,전교조 차등 성과급 폐지 촉구,2
31669,2野 靑회동서 사드 문제 발언 수위 고심,6
16527,정경화 바이올린 리사이틀 연기…손가락에 염증,3
15492,신간 전후 중일관계 70년·혁명적 여성들,3
37396,한국 복지체제 140년 역사 정리한 기원과 궤적,2
38858,獨 메르켈이 낙점한 후계자에 여론 70% 총리에 부적합,4
959,中 중앙경제공작회의 폐막…내년 적극적 재정정책 펼칠 것,4
14131,8·2부동산대책참여정부때 못잡은 집값 이번엔 잡을까,6
6480,러시아 새 국제우주정거장 2024년 이후 출현,4
16373,세계 구글 직원 14명 한국 스타트업에 해외진출 비법 전수,4
17922,美증시 쇼크에 해외주식형펀드 순자산 연중 최저,1
41386,유커 다시 오나…전북도 특수목적 중국 관광단 유치 재시동,1
41130,당진 한진포구에 길이 215ｍ 해안 산책로·전망대 설치,2
9262,도박산업 무너진 미국 애틀랜틱시티 셧다운 위기,4
38335,박원순 기록보관소 중단 촉구 기자회견,2
26216,또봉이통닭 축구 국가대표팀에 1년간 치킨 무료제공,5
3871,당대 최고 포수 양의지 125억원에 NC행,5
44255,보금자리론 금리 0.15%p↑ 최저 2.15%,1
17583,장애인·비장애인 예술로 하나 되다…뮤지컬 비상,3
20115,보스니아전 앞둔 김신욱 팀에 녹아드는 공격하겠다,5
8794,문 대통령 허익범 드루킹 댓글 조작 사건 특검에 임명장 수여,6
43428,탄핵가결 이시종 탄핵 개혁하라는 국민명령…국정시스템 전반 개혁해야,6
9702,野 3당 원내대표 오후 5시 회동…특검 후보 2명 확정키로,6
16127,문재인 친노 좌장 이해찬 공천 배제에 할 말 없다종합,6
6019,로마 한복판에서 온전한 형태의 로마제국 시대 조각상 발굴,4
38333,LG 2021년 정기 임원인사…사장 승진 5명,1
35789,유럽 주요국들 베네수엘라 대선 재투표 시한 통첩종합,4
24502,어르신용 큰 글씨 도서 2만4천여권 공공도서관 추가 비치,3
44838,향토음식 지정된 500년 역사 김제 원평장의 막창순대국밥,3
17092,특징주 하도급법 위반 입찰제한…포스코ICT 약세,1
10063,브리검 7이닝 1실점…넥센 한화전 4연패 탈출,5
18121,과학기술을 경제발전 수단으로만 보지 말라 개헌 토론회,2
3086,신간 새해·레드닥,3
25,美 전문가 트럼프 정부 북한과 정상급 관계 시도할 것,4
29543,이라크 이란에 미군 주둔은 이라크의 요청 항의,4
8311,신간 이것이 중국의 역사다·한국 진보세력 연구,3
36556,포스코건설 11년 만에 더 샵 브랜드 로고 교체,1
27132,여자배구 U18 세계선수권 16강서 중국에 패배,5
2872,기형도 시 전집 길 위에서 중얼거리다,3
9454,종부세 파장…다주택자 똘똘한 한 채 갈아타기 시작되나,2
24895,총선 D3 김종인·문재인 수도권 쌍끌이 휴일 유세,6
41230,이호진 前회장 태광그룹 상속 분쟁 1심에서 승소,2
44157,LG유플러스 10배 빠른 패킷 교환기 구축…5G에 필수,0
33290,한·EU 북한 핵포기를 위해 가능한 모든 수단 강구,6
38182,현대차 수출 단가 대당 2만달러 시대 초읽기,1
9338,삼성전자 옵테인 메모리 탑재 노트북 다음달 출시,1
23787,제주 4·3 아픔 보듬는 시집…꽃보다 먼저 다녀간 이름들,3
42443,적십자 서울시 생활치료센터에 코로나19 구호품 지원,2
17118,그래픽 한국 노년층 나이들수록 부채비율 늘어난다,1
9198,마류밍의 시각적 표현,3
5196,임종석 한·UAE 포괄적·전면적인 전략적 동반자 관계로 발전종합,6
28200,통일부 북한 핵심계층도 김정은 체제 한계 인식속보,6
36145,풀무원 자사주 매각 추진 보도 사실 무근,1
41174,IS공습중단 공약 탓…캐나다 연합국 국방장관회의 제외논란,4
37926,이희호 여사 위중…가족들 세브란스병원 대기,6
32777,감비노 패밀리 보스 살해한 美청년 트럼프 방해자인줄 알고…,4
27863,이라크 안전 위협 직원 철수한 엑손모빌에 귀환 촉구,4
45253,朴대통령 한류 랜드마크 K컬쳐밸리 기공식 참석,6
8655,지진따른 건물 붕괴 감지한다…2020년 플랫폼 개발목표,2
21124,울산 오후 6시 강풍주의보…저녁부터 비,3
5715,외국 의·치대 나왔는데…국내 의사고시 합격률 30% 불과,2
33560,박병호 동점 3점포로 3시즌 연속 40홈런 KBO 새역사,5
35296,개성공단 중단 일격당한 김정은 어떤 행보 보일까,6
3197,외출때 마스크 준비…청주·제천 초미세먼지 주의보,3
9330,카탈루냐 자치정부 수반 불복종 혐의로 기소돼…갈등 격화,4
43774,경기교육청 도내 4천609개 초중고교 중 등교중지 학교 1곳,2
33432,수림문학상 미8군 연예인의 삶 강력한 서사로 그려,3
16898,경남도경남FC 도청 감사 갈등…경남FC 대표 사표,5
7958,문 대통령 김기웅 한국경제 사장과 인사,6
32584,김동철 권력구조 개편 뺀 여당이 호헌세력…지방선거때 개헌,6
2564,제5회 디지털9 장관회의,6
2998,정치권 탄핵 절차 본격화…내년 상반기까지 탄핵 정국,6
14182,남부지방에 100㎜ 안팎 장맛비…전국 곳곳 30도 웃도는 더위,3
26143,학생인건비 유용한 연구기관 인건비 특례 취소,2
30959,선거제 패스트트랙 지정 후 독재타도 외치는 한국당,6
12175,중태 빠졌던 케플러 우주망원경 안정상태 회복,0
1626,유벤투스 스트라이커 이과인 손가락 골절수술,5
3218,한국 여자배구 불가리아에 13 역전패…VNL 최하위 추락,5
449,서로 격려하는 북한 여자 양궁 리커브 팀,5
32923,국기에 경례하는 문 대통령과 독립운동가 후손들,6
20706,3점포 24개 NBA 보스턴 밀워키에 시즌 첫 패배 안겨,5
26122,올림픽 IOC총회 개회식 축사하는 문 대통령,6
36474,벤투 감독 유럽 일정 마치고 아내와 함께 귀국,5
2295,이세돌알파고 세기의 대결 어떻게 진행될까,0
6900,차세대 유망분야 드론 특허권 확보경쟁 치열,0
30787,투스크 EU 회원국에 노트르담성당 재건사업 동참 요청,4
24072,이소영 공백 지운 박혜민…GS칼텍스 도로공사 꺾고 1위 탈환,5
15470,네이버 실검 갱신 주기 15초→30초로 늦춰진다,2
28108,기성용 사우샘프턴전 교체 출전…공격 포인트 無,5
21311,메츠 신더가드·디그롬 시범경기 데뷔전서 강속구 팡팡,5
15792,서울 모터쇼에 전시된 제네시스 G90,3
39475,朴대통령 대구 서문시장 화재현장 방문…35일만의 외부일정,6
18129,대한축구협회 제2트레이닝센터 대지 공모,5
17355,北 오늘 정권수립 70주년…열병식 ICBM 등장 관심,6
44826,美법무부 위키리크스 어산지 영국에 범죄인인도 공식 요청,4
9147,도자재단 한국생활도자 100인 릴레이 기획전,3
5641,주택대출 너무 조였나…금융당국 정밀분석 착수,1
14122,조원우 롯데 감독 구위 제일 좋은 구승민 후반기 필승조,5
9525,미국 관리들 지난달 이스라엘의 이라크 무기고 공습 확인,4
45617,1945 배삼식 작가 인간에게서 자비를 발견하고 싶었다,3
4422,오승환 복근 부상 후 첫 투구 훈련 시작할 듯,5
21185,버라이즌 해킹 파문 야후 인수 가격인하·계약취소 저울질,1
29495,손흥민 따라다니던 병역 문제 아시안게임에서 풀릴까종합,5
10793,하태경 이재명 혜경궁김씨 허위사실 유포…검찰에 추가고발,2
40467,부산 한 고교서 폼알데하이드 500㎖ 누출…3명 경상,2
2156,한샘 작년 영업이익 1천465억원…33%↑,1
15758,대관령 영하 18.3도 나흘째 맹추위…동해안 건조특보,3
19269,kt 황재균 허벅지 통증으로 잠실 두산전 선발 제외,5
35267,유엔서 종교자유행사 주재 트럼프 박해 중단해야…北 거론안해종합,4
39616,현대해상 주총서 조용일·이성재 대표 선임,2
35423,정상의 예술인이 소개하는 연극·무용 베스트 앤 퍼스트,3
17147,남태희 뛰는 알두하일 컵대회 우승…더블 달성,5
27616,신간 이 방에 어떤 생이 다녀갔다,3
28350,소리꾼 장사익 모스크바서 단독 콘서트,3
40018,경찰인재개발원 우한 철수 교민 도착 준비,2
8047,北미사일 발사 삐걱 한중 대사초치까지…파열음내나종합,6
26697,김정숙 여사 北 패럴림픽 참가 의미 커…입장권 2장 구매종합,6
23287,권력구조 개편 끄집어낸 여야…개헌논의 재점화할까,6
10687,한은 잠재성장률 2.5∼2.6%…고령화 등으로 더욱 하락 전망,1
10229,LG전자 듀얼 스크린 G8X 씽큐 앞세워 일본 시장 공략,0
8138,이란 새 대공방어 시스템 공개…안보 위해 군사력 증강,4
37446,박대동 예비후보 울산 북구에 시외버스터미널 신설,6
30067,이낙연 총리 강신욱 통계청장에게 임명장,6
44095,해경 상황실에 전국 헬기장 정보 표시…환자 신속 이송,2
37385,그 아버지에 그 아들 조지 웨아 아들 티모시 생제르맹 입단,5
39319,기시다 日외무상 방중…내일 리커창 총리와 회동,4
32471,지동원 풀타임 아우크스부르크 프랑크푸르트에 13 역전패,5
40221,한국기자협회ㆍ한국언론진흥재단 감염질병과 언론보도 토론회,2
10534,용인대 FA컵축구 3라운드서 화성 제압 그라운드 반란,5
33696,바이두 회장 인터넷기업은 고객지지 없으면 한달내 파산,4
12383,브렉시트 수렁에 빠진 英정부 조기총선 놓고도 갑론을박,4
615,울산 수원과 33 무승부로 ACL행…인천도 강원 꺾고 ...,5
26897,위치정보 규제 풀어 자율주행차 활성화…4차위 해커톤 합의종합,2
25602,충북 오후부터 비…추위 누그러져,3
32430,여야 원 구성 지연 비난 커지자 내일 원내수석 엿새만에 회동종합2보,6
39160,유엔 자정 결의에도 중아공서 평화유지군 성학대 혐의 또 제기,4
31775,中베이징서 다음달 北·中 회화 친선전시회 열려,4
16308,KTB증권 삼성SDI 어닝쇼크…목표주가 내려,1
13277,그래픽 숫자로 본 박근혜 재판 기록들종합,6
13640,어 이 골대가 아니네 프로농구서 공격 코트 착각,5
16364,이라크 군인들 또 반정부 시위대에 발포…엿새째 충돌,4
260,감독 경질도 소용없네…NBA 시카고 7연패 수렁,5
17286,영상 누구나 잠금해제…실리콘 케이스로 갤럭시폰 지문인식 뚫려,0
32070,광고보이콧 비상 구글 컴퓨터에 미묘한 뉘앙스 가르친다,0
27854,사우디 잔혹 처형에 美민주당 일제 반발…트럼프는 침묵,4
29338,삼성 아델만 SK 상대로 7이닝 9K 역투…시즌 3승,5
5914,갤럭시 S9 사전 체험존 닷새 만에 160만명 돌파,1
17320,아시안게임 3대3 남자농구 대표팀 사령탑에 정한신 감독,5
28701,거포 가빈 훈련 시작… 몸 만들어 한국전력 합류하겠다,5
23022,MLB 모범 FA 1위 워싱턴 투수 패트릭 코빈,5
41212,전북대 한옥 대목수 양성과정 교육생 모집,2
37134,서울시합창단 하이든 오라토리오 사계 전곡 공연,3
1345,바른미래 경남서 세몰이…현장최고위·도당개편대회 개최,6
7915,증시 또 패닉…코스피 2%·코스닥 3%대 급락종합,1
23684,성윤모 장관 부산지역 조선기자재업계와 간담회,6
43787,공무원에 준해… 동아대 교수 임금소송 승소 직원은 패소,2
18683,북한 전문가 北 제7차 당 대회 계기 대화공세 나올 것,6
37912,부산시·KBS 부산 재난정보 방송 업무협력 협약,2
14430,35년 직장 떠나는 위성호 은행장…사내 이메일로 이임의 변 밝혀,2
35211,올해 해외주식형펀드 수익률 19.7%…국내주식형의 2.15배,1
18226,KTX 타고 가는 영미 컬링 체험열차 출시,3
30392,여자농구 KDB생명 코치에 박영진 전 감독대행,5
24708,이스트시큐리티 한국인터넷진흥원에 APT 대응 솔루션 공급,1
27334,北 연일 최순실 사태 비난공세…비극적 말로 피할수 없다,6
35253,푸틴 비핵화위해 北체제안전보장해야…金 美에 입장전달 요청종합2보,4
38693,영흥화력발전소 화물노동자 사망사고 진상 규명 촉구 기자회견,2
33965,통합우승 이끈 언니들의 힘…잘 받은 김해란·잘 막은 김세영,5
37801,수능 입실 마친 수험생들,2
45273,신문방송편집인협회 진세근 사무총장 선임,2
3203,여기어때 안심예약제로 중복예약 피해 62% 감소,1
33661,신간 외로운 사람끼리 배추적을 먹었다,3
7126,담배연기 연기 닿는 곳에 특정유형 돌연변이,0
1479,대신증권 JB금융 광주은행 잔여지분 인수로 수익개선,1
1639,손목 위에서 삼성페이 즐기세요,0
17804,스포츠 라이벌 소개한 책 신들의 전쟁 발간,3
11558,국감 출석한 문체부 산하기관장들,6
5084,한국당 국토위원장 버티기 박순자 징계 재심청구 기각,6
41933,지하철역서 낚싯대 펴다 고압전선에 감전…전신 2도 화상,2
24420,日국민 64% 징용공 문제 아베 정부 대응 잘한다,4
41159,돌봄 전담사 파업…문 닫힌 돌봄교실,2
22378,4세 이전 마취수술 나중 학교성적에 영향 없어,0
21751,한상진 이승만 국부호칭 도덕적 기준으로는 턱없이 부족,6
11754,EU집행위원장 브렉시트 협상시간 촉박…전환기간 연기 필요,4
18654,한복 입고 영산강 황포돛배 타면…요금 50% 할인,3
20243,秋 대선 지면 한강 빠질 각오…文 내가 제일 먼저 빠져야,6
14328,노 딜만은 막자…英 야당 대표들 브렉시트 연기 추진할 듯종합,6
16310,꿈의 물질 철로 만든 초전도체 상용화 성큼,0
4638,이호준 코치 NC 마무리캠프 합류,5
26835,중국 샤먼 해변의 일국양제 통일 선전물,4
24887,羅 선거법·공수처법·검경수사권 조정안 날치기 통과 제동종합,6
16210,국감장에 나타난 태권소년,6
15950,코스피·코스닥 나란히 올 들어 최고치 마감,1
43414,롯데백화점 올해 첫 매장 테마는 사회공헌,3
29038,朴대통령 정쟁나면 대한민국 존재않을 것…사드 정면돌파,6
21959,노회찬재단 내년 1월 출범키로…추석 직후 준비위 구성,2
846,커제ㆍ박정환 꺾은 인터넷 복면기왕 정체는 알파고종합,0
38224,전북 모 대학 신입생 군기 잡기 허위 글 유포자 수사 의뢰,2
33445,박경리 작가 10주기…장대한 문학세계 재조명,3
18875,카카오게임즈 게임개발사 넵튠에 190억원 투자,0
18914,중고 시세에 10만원 더…삼성 갤S9 구매 고객에 특별보상,0
41504,검언유착 수사팀 한동훈 검사장 소환조사,2
16175,게시판 소프트뱅크벤처스 19∼20일 소프트뱅크 월드 참여,1
3092,SNS돋보기 손흥민 EPL 아시아선수 최다 골…자랑스...,5
39634,김용민 떠난 SBS러브FM 정치쇼 이재익 PD 진행,2
10202,배럴 작년 영업익 57억원…전년 대비 24.38% 증가,1
6539,손학규 대표 축사 경청하는 이낙연 총리 조성부 사장,6
8814,홍남기 미래부 1차관 서울혁신센터 등 방문,2
152,북한인권기록센터 28일 현판식…北 인권 조사업무 시작,6
41238,전차군단 독일 컨페드컵서 호주에 32 신승…고레츠카 결승골,5
33767,하나금투 KTG 신종담배 쥴 우려 벗어나…매수 적기,1
36861,청주 상당초 첫 교육복합시설 선정…동남지구로 옮겨,2
43241,민주노총 경남본부 총파업 투쟁 선포·천막농성 돌입,2
27901,신간 한 권으로 읽는 현대미술·큐레이셔니즘,3
11334,규제의 벽 넘지 못했다…카풀앱 풀러스 대표 사임·구조조정도,1
9106,SK텔레콤 드론 실감 체험 등 새 5G 서비스 키운다,0
27232,부산 남천동 벚꽃단지 만발…작년과 시점 같아,3
43283,특징주 디케이앤디 코스닥 첫날 하락…공모가는 상회종합,1
7560,메시 해트트릭 아르헨 힘겹게 월드컵 본선 티켓 획득,5
16080,예결위원장실로 향하는 3당 간사,6
43079,더치카페 KOTC 거래 시작,1
776,中 랴오닝에 신기술개발구…일대일로 첨단기술·인력 집결,4
40885,스웨디시 하우스 마피아 울트라 뮤직페스티벌 코리아 참가,3
29398,中 홍콩시위 격화에 무력 투입 검토…미국 등 서방은 경고,4
43286,스코틀랜드아일랜드 바위섬 영유권·어선 조업 놓고 갈등,4
42304,광주·전남 행정통합 논의…시·도교육청 입장도 주목,6
30099,日 장어 치어 불법어획에 벌금 3억2천만원…300배 올려,4
29818,이통유통협회 완전자급제 강제 반대…기대 효과 비현실적,2
44035,김종인 결국 1번이냐 2번이냐 택일해야,6
22752,현대모비스 이대성 54승 목표 깨졌지만 남은 경기는 전승,5
1902,그래픽 한국당 탈당파 복당…107석 제1야당,6
32850,보스턴이 월드컵 챔피언 시작부터 꼬인 백악관 방문,5
1543,마르케스 올시즌 MLB 1호 완봉승…콜로라도 8연패 탈출,5
34530,혁신도시 입주 기업에 법인·소득세 감면…기업도시 수준,1
36684,서울 시민 96% 코로나19 시작 후 학습 격차 발생,2
34238,美의 中 압박…무력 개입시 홍콩 특별대우 중단해야,4
11696,한미 北 어떤 공격도 격퇴…핵도발시 압도적 대응한다종합2보,6
629,단독 탈출 북한식당 종업원 3명 국내 입국2보,6
32566,겨울이 왔다…스키장·설산 등서 겨울 정취 만끽,3
22414,이라크 공습으로 IS 고위 사령관 사망,4
38365,24시간 비상체제 野 탄핵가결 굳히기…밤샘농성 계획도,6
32506,갤S8 배터리 악몽 떨치나…출시 50일간 발화 사고 0,0
11594,언론진흥재단 ICT로 하나 되는 평창올림픽 콘퍼런스,2
13057,하나금융그룹 기업주도형 벤처캐피탈 하나벤처스 출범,1
37728,2020 고졸인재 일자리 콘서트,3
10557,박지수 WNBA 데뷔전에서 15분 뛰고 6점·3리바운드,5
7463,연구재단 노벨상 근접 한국 학자 놓고 타당성·적절성 논란,2
32291,경산·영천 폭염경보…낮 최고 35도 무더위 예상,3
33947,한국형발사체 2021년 발사 1년 연기…달탐사선은 2030년,0
39227,코로나 직격탄…3개월새 서울서 1만개 음식점 문 닫았다,2
41188,경남도 코로나19로 소득 감소 가정에 긴급 생계지원금 지원,2
22590,올해 추석 당일 T맵 사용자 447만명 기록…역대 최다,0
38683,여성등반가 LG 청소기 흡입력으로 33층 빌딩 올랐다,1
39938,곡식 수확하고 국화전 먹던 선조들의 가을 일상,3
20810,과기부 6월 28일까지 과학기술유공자 공모,0
39685,엔에스브이 진채현씨로 최대주주 변경,1
17593,교황에 평화의 방북길 열어준 문대통령…촉진자 文 힘받을듯,6
4291,카카오게임즈 액션스퀘어에 200억원 지분 투자종합2보,1
19891,콜레스테롤이 퇴행성관절염 유발…생쥐실험으로 확인,2
24155,주말 N 여행 영남권 아시아 최대 부산 드론 축제에 초대합니다,3
20231,北 南 DMZ에 대북심리전 전광판 설치…조준타격 위협,6
43009,창작집단 LAS 입체낭독극 라스낭독극장 공연,3
31103,신간 제3의 장소·네트워크의 군주,3
32055,비브 채용 공고로 빅스비 미래 엿본다종합,0
41984,대전교육청이 학생들 주려 대량 구매한 면 마스크 두께 제각각,2
37548,그래픽 저임금 노동자 비중 추이,2
44795,피츠버그 강정호 병살타 포함 4타수 무안타 침묵,5
17629,靑 철도공단 이사장 첩보 인사라인서 검증…비위 증거 없었다종합,6
16636,LH 상반기 250명 신입직원 채용,2
1461,유엔 안보리 대북제재안 한국시간 2일 오전 5시 표결3보,4
22914,방통위 SKB티브로드 합병 방송접근성·공적책임 등 심사,2
4078,인터넷신문 기사표절·불법광고 크게 늘어,2
22723,수괴 잡았지만 트럼프 철군에 IS 전력은 오히려 보강,4
26696,북한 정권수립 70주년 열병식,6
2924,가평에 전용체육관 GS칼텍스 새 시즌도 봄배구 노린다,5
41968,출항 신고는커녕 위치발신장치 끄고 불법조업 선장 검거,2
11121,與 朴대통령 탄핵·탈당 놓고 분열…분당 위기 현실화,6
42653,광주 소득 하위 가구 30만∼50만원·실직자 최대 100만원 지원,2
39615,작년 폐기 지폐 5t트럭 99대…쌓으면 에베레스트산 6배 높이,2
29428,中매체 G20 미중 정상회담 앞두고 평등한 협상이 관건,4
2438,찜통더위 식히는 장맛비…제주·남부 해안 최대 150㎜이상,3
